case,fair_func,total_demand,final_pshed,final_pd_served,pct_shed,pct_served,relaxed_pshed_final,objective
motivation_a,efficiency,3466.0,793.0031424391747,2672.9968575608254,22.8794905493126,77.12050945068741,693.199971645161,3508.289293550506
motivation_a,proportional,3466.0,778.7521750026057,2687.2478249973938,22.4683258800521,77.5316741199479,693.1999723588096,2714.120276374889
motivation_a,equality_min,3466.0,853.1428551010057,2612.8571448989946,24.61462363245833,75.38537636754168,693.1999159096473,3603.242709825339
motivation_a,min_max,3466.0,872.8205350225209,2593.1794649774793,25.182358194533204,74.81764180546679,693.1989196519258,6636.534516208851
motivation_a,jain,3466.0,895.7875144938305,2570.21248550617,25.844994647831232,74.15500535216879,693.1990275812079,9534.875055882061
motivation_b,efficiency,3466.0,1372.6271525481507,2093.3728474518493,39.60262990617861,60.39737009382139,693.1999717006437,2643.2917248947397
motivation_b,proportional,3466.0,1298.4537886937924,2167.5462113062076,37.462602097339655,62.53739790266035,693.1938768348458,2189.2216517438083
motivation_b,equality_min,3466.0,1614.224911148548,1851.7750888514524,46.57313650168921,53.42686349831081,693.1998693980476,4756.166421042145
motivation_b,min_max,3466.0,1372.6282862630446,2093.3717137369554,39.60266261578317,60.39733738421683,693.1987470674851,4790.9292570252655
motivation_b,jain,3466.0,1298.4537941594658,2167.5462058405337,37.46260225503363,62.53739774496635,693.1999613634076,8695.104581405265
motivation_c,efficiency,3466.0,1592.050241447114,1873.9497585528857,45.93335953396174,54.06664046603825,693.1999717118122,2414.30954260858
motivation_c,equality_min,3466.0,1659.9324516704426,1806.0675483295577,47.8918768514265,52.108123148573505,693.1998302122437,2704.76533678361
motivation_c,min_max,3466.0,1592.051846358659,1873.9481536413412,45.93340583839178,54.06659416160823,693.1986317550529,4570.946790418357
motivation_c,jain,3466.0,1298.2782539052887,2167.7217460947118,37.457537619887155,62.54246238011286,693.1997549610157,8615.781596032924
